"UTC Timestamp","Plugin","Event","Description"
"2025-04-30 15:42:21.000000","Filesystem","entry_modified","private/var/mobile/Containers/Data/Application/5666F4A5-EAB9-4A12-BC50-257AEBEAED66/Library/Application Support/PersistentStorage/Store/HCVRiderEducationStoreKey/payload"
